Words; Positive; Negative; Neutral
jazz: 0.9352347375287394 0.05475236178141347 0.0100129006898471 
eff: 0.9352347372693754 0.054752362000682765 0.0100129007299418 
screw: 0.935234751249287 0.05475235018160075 0.0100128985691122 
make_love: 0.9352347372207914 0.054752362041755494 0.010012900737453066 
have_intercourse: 0.9352347371560127 0.05475236209651921 0.010012900747468086 
enjoy: 0.9947826960594023 0.0037414530943808656 0.00147585084621688 
know: 0.9352347512312744 0.05475235002080906 0.010012898747916497 
humane: 1.0 0.0 0.0 
humanistic: 1.0 0.0 0.0 
humanist: 1.0 0.0 0.0 
strong: 0.9352326688072459 0.05475426873520708 0.01001306245754701 
unattackable: 1.0 0.0 0.0 
stiff: 0.8476648940450229 0.13029591315022865 0.02203919280474846 
solid: 1.0 0.0 0.0 
potent: 1.0 0.0 0.0 
substantial: 1.0 0.0 0.0 
impregnable: 1.0 0.0 0.0 
firm: 0.9514756112988633 0.028084506533171887 0.020439882167964867 
unassailable: 1.0 0.0 0.0 
warm: 0.9352326688074553 0.054754268735073504 0.010013062457471229 
hard: 0.8739465980661758 0.118779384369733 0.007274017564091191 
inviolable: 1.0 0.0 0.0 
undimmed: 1.0 0.0 0.0 
shiny: 1.0 0.0 0.0 
hopeful: 1.0 0.0 0.0 
promising: 1.0 0.0 0.0 
lustrous: 1.0 0.0 0.0 
smart: 0.9791816532145141 0.013846070971533017 0.0069722758139528366 
brightly: 1.0 0.0 0.0 
burnished: 1.0 0.0 0.0 
brilliantly: 1.0 0.0 0.0 
shining: 1.0 0.0 0.0 
clean: 0.9326045593265493 0.05705644809751451 0.0103389925759362 
new: 0.979125633096304 0.013883078783338875 0.00699128812035715 
refreshful: 0.9791256394567209 0.013883074710554876 0.006991285832724225 
brisk: 0.9794666154627233 0.013656277150170815 0.006877107387105917 
refreshing: 0.979125639534148 0.013883074659059831 0.006991285806792177 
bracing: 0.9791256447269236 0.013883071205459766 0.006991284067616546 
saucy: 0.9791256418363132 0.013883073127940702 0.006991285035746015 
reinvigorated: 0.9791256361944589 0.013883076880213069 0.006991286925328055 
unused: 0.9419561586612106 0.049278681851293055 0.008765159487496373 
overbold: 0.9791256401019467 0.013883074281429523 0.006991285616623826 
freshly: 1.0 0.0 0.0 
wise: 0.9791256424557299 0.013883072715980457 0.006991284828289678 
novel: 0.9791256365506236 0.013883076643335795 0.006991286806040595 
impertinent: 0.9791256446293364 0.013883071105902731 0.006991284264760941 
refreshed: 0.9791256361686499 0.013883076897378088 0.0069912869339720735 
sassy: 0.9791256392347633 0.013883074858174003 0.006991285907062767 
impudent: 0.979125648409917 0.013883066124619849 0.0069912854654631505 
newly: 1.0 0.0 0.0 
invigorated: 0.9791256361170317 0.013883076931708128 0.006991286951260112 
tonic: 0.9791466624764863 0.013850402598967236 0.007002934924546463 
charming: 1.0 0.0 0.0 
influence: 0.9243911034208777 0.06446711548521608 0.011141781093906178 
wizard: 0.9990975034689711 0.00045124826551447945 0.00045124826551447945 
witching: 1.0 0.0 0.0 
entrance: 0.935232647265021 0.05475428518979377 0.01001306754518523 
trance: 0.9352326472650216 0.054754285189793174 0.010013067545185142 
enamor: 0.935232647265021 0.0547542851897938 0.010013067545185236 
fascinate: 0.9352326472650613 0.05475428518975936 0.010013067545179414 
bewitch: 0.935232647265057 0.05475428518976342 0.010013067545179681 
wizardly: 1.0 0.0 0.0 
captivate: 0.935232647265021 0.05475428518979381 0.01001306754518524 
magic: 1.0 0.0 0.0 
catch: 0.9349477832314445 0.05500821112996707 0.010044005638588465 
tempt: 0.976042934602191 0.006639371472833905 0.017317693924975102 
capture: 0.9352358441225186 0.05475143301019541 0.010012722867286028 
enamour: 0.9352326472650209 0.05475428518979392 0.010013067545185259 
sorcerous: 1.0 0.0 0.0 
charm: 0.9352326472650256 0.05475428518978979 0.010013067545184587 
magical: 1.0 0.0 0.0 
beguile: 0.9352326472650228 0.05475428518979231 0.010013067545184964 
becharm: 0.9352326472650198 0.05475428518979479 0.010013067545185418 
enchant: 0.9352326472652659 0.05475428518958674 0.010013067545147372 
amazing: 1.0 0.0 0.0 
gravel: 0.9625821860050134 0.027286584586674892 0.010131229408311723 
get: 0.9614894803877416 0.028373141302676312 0.010137378309582017 
amaze: 0.9628301547631788 0.027121932913880504 0.01004791232294075 
nonplus: 0.9625821427488263 0.027286619184797 0.010131238066376697 
awesome: 1.0 0.0 0.0 
mystify: 0.9625821427488243 0.027286619184798584 0.010131238066377193 
stupefy: 0.9626322304565474 0.027253362508521815 0.010114407034930792 
bewilder: 0.9617853376466234 0.027815958763557483 0.010398703589819114 
perplex: 0.9625821427488284 0.027286619184795413 0.0101312380663762 
astonish: 0.9827313910981724 0.013907006987039354 0.0033616019147882474 
awing: 1.0 0.0 0.0 
flummox: 0.9625821427487617 0.027286619184846154 0.01013123806639208 
vex: 0.9625822712060605 0.027286512304396656 0.010131216489542768 
astound: 0.9827313910981613 0.013907006987052557 0.0033616019147861193 
awful: 0.9691333139357566 0.017044159868750856 0.013822526195492518 
baffle: 0.9625821527781121 0.02728661157404858 0.01013123564783937 
pose: 0.9625384534104905 0.0273296228345055 0.010131923755004026 
dumbfound: 0.9625821427477631 0.02728661918560658 0.01013123806663028 
stick: 0.9625877834361223 0.027282551235847736 0.010129665328030031 
awe-inspiring: 1.0 0.0 0.0 
beat: 0.9602253690561865 0.029653989031933878 0.010120641911879604 
puzzle: 0.9625821427999602 0.027286619145859357 0.01013123805418036 
astonishing: 1.0 0.0 0.0 
super: 1.0 0.0 0.0 
exceedingly: 1.0 0.0 0.0 
passing: 0.940415257574674 0.050294477138342585 0.00929026528698339 
superintendent: 1.0 0.0 0.0 
ace: 0.9869893865337624 0.00857532544435847 0.004435288021879053 
A-one: 1.0 0.0 0.0 
top-notch: 1.0 0.0 0.0 
topnotch: 1.0 0.0 0.0 
first-rate: 1.0 0.0 0.0 
tiptop: 0.994937139948039 0.001361745988970111 0.0037011140629908323 
extremely: 1.0 0.0 0.0 
tops: 1.0 0.0 0.0 
crack: 0.942781054563556 0.047011759264244744 0.010207186172199262 
abandon: 0.9389951392252065 0.050727293627720174 0.010277567147073332 
desert: 0.9389951390934861 0.050727293762116474 0.010277567144397412 
wantonness: 0.0 1.0 0.0 
wildness: 0.0 1.0 0.0 
unconstraint: 0.0 1.0 0.0 
empty: 0.9389976483121923 0.05072502077234678 0.01027733091546089 
forsake: 0.9389951390946191 0.05072729376097107 0.010277567144409814 
give_up: 0.9225941112334841 0.06601994971098843 0.011385939055527407 
vacate: 0.9375552779015077 0.05204750783829216 0.010397214260200065 
desolate: 0.9364042796086662 0.053623482944494386 0.009972237446839399 
beaware: 0.0 1.0 0.0 
cheat: 0.9406000602730971 0.049281197784436695 0.010118741942466206 
deceiver: 0.0 1.0 0.0 
trickster: 0.0 1.0 0.0 
rig: 0.9294895145761992 0.05984117890083748 0.010669306522963303 
swindle: 0.9835974369999947 0.005042794433328947 0.011359768566676361 
cheating: 0.0 0.9801816680429397 0.01981833195706028 
bearded_darnel: 0.0 1.0 0.0 
rip_off: 0.9768637532133676 0.015424164524421594 0.007712082262210797 
chouse: 0.9999987710729945 1.2289270055229736e-06 0.0 
cheater: 0.0 1.0 0.0 
darnel: 0.0 1.0 0.0 
Lolium_temulentum: 0.0 1.0 0.0 
tare: 0.0 1.0 0.0 
betray: 0.9201433230759833 0.06803204332836713 0.011824633595649486 
slicker: 0.0 1.0 0.0 
Bromus_secalinus: 0.0 1.0 0.0 
beguiler: 0.0 1.0 0.0 
chicane: 0.9999759132606921 2.408673930782382e-05 0.0 
chisel: 0.9819121447028424 0.0103359173126615 0.007751937984496124 
jockey: 0.999998808785682 1.1912143179196157e-06 0.0 
chess: 0.0 1.0 0.0 
cheat_on: 0.940208789843771 0.0496058129411771 0.01018539721505194 
cuckold: 0.9402087904340446 0.049605812344508976 0.010185397221446447 
shaft: 0.9265351378099281 0.06266145878071137 0.010803403409360467 
wander: 0.95149023947642 0.03918628048013126 0.009323480043448743 
defect: 0.9389959445709949 0.050726491236628264 0.01027756419237685 
shortcoming: 0.0 1.0 0.0 
mar: 0.935232640893334 0.054754293715986495 0.010013065390679459 
fault: 0.9614896242884212 0.02802264520235912 0.010487730509219712 
flaw: 0.0 1.0 0.0 
blemish: 0.9408477093100637 0.047558456341192934 0.011593834348743346 
fake: 0.9473996616066742 0.043759105706205566 0.00884123268712023 
bullshit: 0.9188584233323023 0.06920943922073618 0.011932137446961578 
phony: 0.0 1.0 0.0 
forge: 0.9243922398171096 0.06446606899214759 0.011141691190742835 
sham: 0.979416671071631 0.013401754492113317 0.007181574436255693 
manipulate: 0.9473997767713164 0.04375899021400475 0.008841233014678894 
imposter: 0.0 1.0 0.0 
imitation: 0.0 1.0 0.0 
pseud: 0.0 1.0 0.0 
faker: 0.0 1.0 0.0 
false: 0.9993854121250195 0.0001554317054677136 0.00045915616951272683 
fudge: 0.9352023738098805 0.05477992483334395 0.010017701356775603 
wangle: 0.9474000172587066 0.043758789185948645 0.00884119355534478 
impostor: 0.0 1.0 0.0 
juke: 0.0 1.0 0.0 
phoney: 0.0 1.0 0.0 
misrepresent: 0.9473997783523509 0.04375898898962432 0.008841232658024783 
bogus: 0.0 1.0 0.0 
postiche: 0.0 1.0 0.0 
pseudo: 0.0 1.0 0.0 
bastard: 0.9207613570235778 0.06758627573969522 0.01165236723672698 
simulated: 0.0 1.0 0.0 
shammer: 0.0 1.0 0.0 
cook: 0.9293043746192384 0.05999112970902229 0.010704495671739268 
talk_through_one's_hat: 0.0 1.0 0.0 
bull: 0.9188857512158497 0.06918518427198321 0.011929064512167036 
pretender: 0.0 1.0 0.0 
fraud: 0.021246303800240937 0.978753696199759 0.0 
falsify: 0.9380207581805136 0.05052071623461902 0.011458525584867462 
faux: 0.0 1.0 0.0 
counterfeit: 0.009345794392523364 0.8785046728971962 0.11214953271028037 
role_player: 0.0 1.0 0.0 
odd: 0.9865332309033906 0.009214542283495629 0.004252226813113801 
rum: 0.9866971238708337 0.009049942892742188 0.004252933236424047 
left_over: 0.0 1.0 0.0 
peculiar: 0.9866766342719495 0.009070520807376027 0.004252844920674475 
uneven: 0.0 1.0 0.0 
singular: 0.9866602432055286 0.009086982523755732 0.0042527742707156625 
unmatched: 0.9750523709769567 0.02494762902304323 0.0 
funny: 0.9681255167620638 0.027776335393058713 0.004098147844877515 
queer: 0.9615234111035006 0.027989958414586034 0.010486630481913338 
leftover: 0.0 0.8648648648648649 0.13513513513513514 
left: 0.0 1.0 0.0 
remaining: 0.0 1.0 0.0 
unpaired: 0.0 1.0 0.0 
curious: 0.9866930258829784 0.009054058544040934 0.004252915572980695 
rummy: 0.9588786358974183 0.03435427557735149 0.006767088525230179 
unexpended: 0.0 1.0 0.0 
unmated: 0.0 1.0 0.0 
noisy: 0.0 1.0 0.0 
misrable: 0.0 1.0 0.0 
lifeless: 0.0 1.0 0.0 
exanimate: 0.0 1.0 0.0 
gloomy: 0.9875460210057376 0.0007385376440868812 0.011715441350175531 
down_in_the_mouth: 0.9875554571728283 0.0007303043550566602 0.011714238472114977 
dismal: 0.0065252854812398045 0.8564437194127243 0.1370309951060359 
dreary: 0.006528835690968444 0.8563656147986942 0.13710554951033732 
grim: 0.9780476505574606 0.01515797258923855 0.006794376853300917 
downcast: 0.98755550006807 0.0007302671561093107 0.011714232775820616 
low-spirited: 0.987555549091208 0.0007302237565781321 0.011714227152213848 
gloomful: 0.0 1.0 0.0 
dark: 0.9781689793008479 0.0072369372419895895 0.014594083457162461 
disconsolate: 0.006376195536663124 0.8565356004250797 0.13708820403825717 
depressed: 0.9875556471374985 0.0007301369575028483 0.011714215904998637 
sorry: 0.9647810542227079 0.027147394395729628 0.008071551381562469 
sulky: 0.12195121951219512 0.5365853658536586 0.34146341463414637 
down: 0.9415283686088658 0.04904259472701426 0.009429036664119919 
dingy: 0.002004008016032064 0.8817635270541082 0.11623246492985972 
blue: 0.9878177388376211 0.002585244781094216 0.009597016381284646 
low: 0.9875740379044233 0.0007139785141026446 0.011711983581474062 
glooming: 0.0 1.0 0.0 
downhearted: 0.987560561269624 0.0007258218383670822 0.011713616892008935 
drear: 0.006521739130434782 0.8565217391304348 0.13695652173913042 
drab: 0.009532062391681109 0.8539861351819757 0.13648180242634314 
dispirited: 0.987555451044937 0.0007303105556361806 0.011714238399426827 
flawed: 0.0 1.0 0.0 
blemished: 0.0 1.0 0.0 
elusive: 0.029411764705882353 0.9705882352941176 0.0 
problematical: 0.024390243902439025 0.975609756097561 0.0 
baffling: 0.03225806451612903 0.967741935483871 0.0 
knotty: 0.0044444444444444444 0.9955555555555555 0.0 
subtle: 0.0 1.0 0.0 
problematic: 0.029411764705882353 0.9705882352941176 0.0 
tough: 0.964568625896762 0.027397399067947963 0.008033975035290061 
annoy: 0.978966154598579 0.014031827794323144 0.007002017607097843 
get_to: 0.9784189525845953 0.014545614369361956 0.007035433046042681 
chafe: 0.9604090823485866 0.03114744554912898 0.008443472102284428 
nettle: 0.978966154598579 0.014031827794323144 0.007002017607097843 
irritate: 0.9789661509356746 0.014031830225509872 0.007002018838815471 
bother: 0.9551751055066473 0.0369698150616269 0.007855079431725833 
devil: 0.9789695816373638 0.01402955315911633 0.00700086520351991 
get_at: 0.9789661545974214 0.014031827793852631 0.007002017608725932 
rile: 0.9700799176330724 0.021900373178362263 0.008019709188565247 
rag: 0.9694482117646812 0.022519068544008133 0.00803271969131066 
nark: 0.9789668578153655 0.014031361046859469 0.007001781137774973 
rare: 0.9936788874841972 0.006321112515802781 0.0 
rarified: 0.9971427933659234 0.0028572066340766533 0.0 
rarefied: 0.997143718974718 0.0028562810252819974 0.0 
uncommon: 0.0 1.0 0.0 
impatient: 0.0 1.0 0.0 
raring: 0.0 1.0 0.0 
shallow: 0.0 1.0 0.0 
shoal: 0.0 1.0 0.0 
unreliable: 0.0 1.0 0.0 
undependable: 0.0 1.0 0.0 
treacherous: 0.0 1.0 0.0 
violent: 0.04 0.96 0.0 
wild: 0.9416009331856038 0.04958188694876553 0.008817179865630645 
crimson: 0.14553237025147137 0.850187265917603 0.004280363830925628 
trigger-happy: 0.0 1.0 0.0 
tearing: 0.0 1.0 0.0 
vehement: 0.0 1.0 0.0 
fierce: 0.9871317919833851 0.008611338112004163 0.004256869904610723 
red: 0.00502828409805154 0.9949717159019484 0.0 
wicked: 0.00979706088173548 0.9902029391182645 0.0 
disgustful: 0.0 1.0 0.0 
skanky: 0.0 1.0 0.0 
distasteful: 0.0 1.0 0.0 
arch: 0.9448201903763375 0.044373257284354525 0.010806552339307973 
repelling: 0.0 1.0 0.0 
loathsome: 0.9790823232680124 0.013911812839027746 0.0070058638929599145 
loathly: 0.0 1.0 0.0 
yucky: 0.0 1.0 0.0 
severe: 0.9570528024366171 0.036573625541886985 0.006373572021495969 
foul: 0.9790866173529745 0.01390518202246 0.007008200624565508 
mischievous: 0.015625 0.984375 0.0 
implike: 0.015873015873015872 0.9841269841269841 0.0 
revolting: 0.0 1.0 0.0 
puckish: 0.01639344262295082 0.9836065573770492 0.0 
unholy: 0.9189174583958163 0.0691590994656281 0.011923442138555595 
sinful: 0.0 1.0 0.0 
prankish: 0.017543859649122806 0.9824561403508771 0.0 
repellant: 0.0 1.0 0.0 
repellent: 0.0 1.0 0.0 
pixilated: 0.8476636182653381 0.1302970727897218 0.02203930894494016 
impish: 0.015384615384615385 0.9846153846153847 0.0 
disgusting: 0.0 1.0 0.0 
terrible: 0.9718474565259761 0.014581573799366207 0.013570969674657658 
old: 0.0 0.0 1.0 
erstwhile: 0.0 0.0 1.0 
former: 0.9243756527584257 0.06448102164966714 0.011143325591907118 
one-time: 0.0 0.0 1.0 
honest-to-god: 0.0 0.0 1.0 
sure-enough: 0.0 0.0 1.0 
honest-to-goodness: 0.0 0.0 1.0 
onetime: 0.0 0.0 1.0 
sometime: 0.0 0.0 1.0 
Old: 0.0 0.0 1.0 
previous: 0.9243756316494243 0.06448104044798605 0.011143327902589676 
quondam: 0.0 0.0 1.0 
older: 0.0 0.0 1.0 
personal: 0.0 0.0 1.0 
neutral: 0.0 0.0 1.0 
indifferent: 0.9746192893401016 0.0 0.025380710659898477 
electroneutral: 0.0 0.0 1.0 
impersonal: 0.0 0.0 1.0 
achromatic: 0.0 0.0 1.0 
inert: 0.020080321285140562 0.8674698795180723 0.11244979919678715 
villager: 0.0 0.0 1.0 
grandiloquent: 0.9473684210526315 0.0 0.05263157894736842 
magniloquent: 1.0 0.0 0.0 
simple: 0.0 0.16216216216216217 0.8378378378378378 
dim-witted: 0.0 0.0 1.0 
unsubdivided: 0.0 0.0 1.0 
mere: 0.0 0.6666666666666666 0.3333333333333333 
elementary: 0.9871342691381317 0.008608964424222189 0.004256766437646097 
childlike: 0.0 0.0 1.0 
dewy-eyed: 0.0 0.0 1.0 
wide-eyed: 0.15789473684210525 0.0 0.8421052631578947 
unproblematic: 0.0 0.0 1.0 
round-eyed: 0.0 0.0 1.0 
bare: 0.9352570462327743 0.05469842798162523 0.010044525785600467 
simpleton: 0.0 0.0 1.0 
uncomplicated: 0.0 0.0 1.0 
simple-minded: 0.0 0.0 1.0 
indian: 0.0 0.0 1.0 
Red_Indian: 0.0 0.0 1.0 
American-Indian_language: 0.0 0.0 1.0 
Indian: 0.0 0.0 1.0 
American_Indian: 0.0 0.0 1.0 
Native_American: 0.0 0.0 1.0 
Amerindic: 0.0 0.0 1.0 
Amerindian_language: 0.0 0.0 1.0 
Amerind: 0.0 0.0 1.0 
loud: 0.3330081300813008 0.0 0.6669918699186992 
brassy: 0.5578354241973209 0.0 0.44216457580267915 
meretricious: 0.38567575666766557 0.0 0.6143242433323345 
flashy: 0.3528009535160906 0.0 0.6471990464839095 
cheap: 0.9397505197747695 0.05137880337362637 0.008870676851604076 
garish: 0.3333333333333333 0.0 0.6666666666666666 
gaudy: 0.35292353823088457 0.0 0.6470764617691155 
trashy: 0.3333333333333333 0.0 0.6666666666666666 
tacky: 0.3333333333333333 0.0 0.6666666666666666 
aloud: 0.0 0.0 1.0 
gimcrack: 0.982169516812197 0.008418105364268525 0.009412377823534521 
loudly: 0.0 0.0 1.0 
tatty: 0.3333333333333333 0.0 0.6666666666666666 
forte: 0.9871680217945863 0.008526690382216843 0.004305287823196872 
tawdry: 0.3333333333333333 0.0 0.6666666666666666 
flash: 0.9968293544818438 0.0014083368777310337 0.001762308640425071 
more: 0.0 0.0 1.0 
More: 0.0 0.0 1.0 
Sir_Thomas_More: 0.0 0.0 1.0 
Thomas_More: 0.0 0.0 1.0 
more_than: 0.0 0.0 1.0 
to_a_greater_extent: 0.0 0.0 1.0 
hungry: 0.0 0.0 1.0 
thirsty: 0.0 0.0 1.0 
athirst: 0.0 0.0 1.0 
used: 0.0 0.0 1.0 
exploited: 0.0 0.0 1.0 
practice: 0.9275114171992368 0.061130647120738985 0.01135793568002417 
use: 0.9332109139228235 0.05648259568154793 0.010306490395628596 
utilise: 0.9332109104824349 0.056482599745135934 0.010306489772429225 
habituate: 0.9332109104972653 0.05648259974674236 0.010306489755992347 
victimised: 0.0 0.0 1.0 
utilize: 0.9332109104835499 0.056482599745254054 0.010306489771196027 
victimized: 0.0 0.0 1.0 
put-upon: 0.0 0.0 1.0 
expend: 0.9332499831449528 0.056446358852594795 0.010303658002452393 
employ: 0.9379514365911655 0.0520496065383788 0.009998956870455674 
secondhand: 0.0 0.0 1.0 
apply: 0.9332807045345172 0.05641757792168278 0.010301717543800047 
ill-used: 0.0 0.0 1.0 
last: 0.9404296673751515 0.0502712063752005 0.009299126249647975 
go: 0.9754797639657988 0.0171442775528828 0.0073759584813183725 
death: 0.9955066752330893 0.0013153168648916635 0.003178007902019011 
terminal: 0.0 0.0 1.0 
finally: 0.0 0.0 1.0 
final: 0.0 0.0 1.0 
net: 0.926223290636797 0.06266985844653583 0.0111068509166672 
finale: 0.04195804195804196 0.0 0.958041958041958 
