Word,Positivity,Negativity,Objectivity
trackless,0.0625,0.125,0.8125
untracked,0.125,0.25,0.625
untrod,0.125,0.25,0.625
untrodden,0.125,0.25,0.625
unapproachable,0.0,0.1875,0.8125
unreachable,0.0,0.0,1.0
unreached,0.0,0.0,1.0
out_of_reach,0.0,0.0,1.0
un-come-at-able,0.0,0.625,0.375
un-get-at-able,0.0,0.625,0.375
ungetatable,0.0,0.625,0.375
accommodating,0.5,0.0,0.5
accommodative,0.28125,0.03125,0.6875
complaisant,0.75,0.0,0.25
obliging,0.75,0.0,0.25
unaccommodating,0.125,0.3125,0.5625
unobliging,0.25,0.25,0.5
disobliging,0.125,0.25,0.625
uncooperative,0.0625,0.4375,0.5
accurate,0.3125,0.0,0.6875
close,0.06347801248921314,0.00024418178873020224,0.9362778057220567
faithful,0.265625,0.078125,0.65625
dead-on,0.625,0.25,0.125
high-fidelity,0.5,0.125,0.375
hi-fi,0.125,0.03125,0.84375
surgical,0.15625,0.0,0.84375
straight,0.12941217422485352,0.004871964454650879,0.8657158613204956
true,0.12068939208984375,0.0137939453125,0.8655166625976562
dead_on_target,0.125,0.0,0.875
veracious,0.625,0.0,0.375
right,0.040779788036161335,0.06256105007196311,0.8966591618918756
inaccurate,0.125,0.625,0.25
away,0.0,0.00146484375,0.99853515625
outside,0.001953125,0.0001220703125,0.9979248046875
faulty,0.3125,0.375,0.3125
incorrect,0.03125,0.75,0.21875
wrong,0.066619873046875,0.556427001953125,0.376953125
unfaithful,0.25,0.203125,0.546875
wide,0.012451171875,0.0103759765625,0.9771728515625
wide_of_the_mark,0.0,0.625,0.375
accustomed,0.25,0.0,0.75
used_to,0.0,0.375,0.625
wont_to,0.0,0.375,0.625
unaccustomed,0.125,0.6875,0.1875
new,0.1044921875,0.02978515625,0.86572265625
unused,0.265625,0.28125,0.453125
acidic,0.0625,0.25,0.6875
acid,0.015625,0.234375,0.75
acid-forming,0.0,0.5,0.5
alkaline,0.0,0.0,1.0
alkalic,0.0,0.0,1.0
alkalescent,0.125,0.375,0.5
alcalescent,0.125,0.375,0.5
basic,0.046875,0.0,0.953125
base-forming,0.125,0.125,0.75
saltlike,0.25,0.125,0.625
amphoteric,0.5,0.0,0.5
amphiprotic,0.5,0.0,0.5
acid-loving,0.0,0.25,0.75
acidophilic,0.0,0.0,1.0
acidophilous,0.0,0.0,1.0
aciduric,0.0,0.0,1.0
alkaline-loving,0.0,0.25,0.75
acknowledged,0.1875,0.0,0.8125
accepted,0.5,0.0,0.5
recognized,0.5,0.0,0.5
recognised,0.5,0.0,0.5
self-confessed,0.0,0.125,0.875
assumptive,0.125,0.25,0.625
declarable,0.375,0.0,0.625
given,0.09375,0.0625,0.84375
granted,0.0,0.0,1.0
putative,0.125,0.0,0.875
unacknowledged,0.0,0.625,0.375
unappreciated,0.0625,0.5,0.4375
unsung,0.0,0.5625,0.4375
unvalued,0.0,0.375,0.625
unavowed,0.25,0.21875,0.53125
secret,0.049530029296875,0.14886474609375,0.801605224609375
unconfessed,0.0,0.25,0.75
unrecognized,0.0625,0.625,0.3125
unrecognised,0.0625,0.625,0.3125
acquisitive,0.0,0.0,1.0
accumulative,0.1875,0.0,0.8125
avaricious,0.0,0.0,1.0
covetous,0.25,0.1875,0.5625
grabby,0.0,0.0,1.0
grasping,0.0,0.25,0.75
prehensile,0.3125,0.0,0.6875
possessive,0.078125,0.125,0.796875
plundering,0.0,0.0,1.0
predaceous,0.0,0.0,1.0
predacious,0.0,0.0,1.0
predatory,0.125,0.0625,0.8125
sordid,0.0,0.65625,0.34375
unacquisitive,0.0,0.5,0.5
acropetal,0.0,0.0,1.0
basipetal,0.0,0.0,1.0
active,0.1914520263671875,0.0003986358642578125,0.8081493377685547
about,0.00390625,0.001953125,0.994140625
astir,0.0,0.0,1.0
acrobatic,0.375,0.0,0.625
athletic,0.15625,0.0,0.84375
gymnastic,0.1875,0.0,0.8125
agile,0.1875,0.0,0.8125
nimble,0.1875,0.0,0.8125
quick,0.017578125,0.017578125,0.96484375
spry,0.0,0.0,1.0
hot,0.04231691360473633,0.08150577545166016,0.8761773109436035
hyperactive,0.25,0.0,0.75
overactive,0.25,0.0,0.75
on_the_go,0.125,0.0,0.875
sporty,0.3125,0.0,0.6875
inactive,0.007568359375,0.563232421875,0.42919921875
desk-bound,0.125,0.0,0.875
deskbound,0.125,0.0,0.875
abeyant,0.25,0.375,0.375
dormant,0.03125,0.046875,0.921875
hypoactive,0.0,0.625,0.375
underactive,0.0,0.625,0.375
inert,0.1875,0.21875,0.59375
sluggish,0.0625,0.15625,0.78125
soggy,0.0625,0.1875,0.75
torpid,0.125,0.0625,0.8125
sedentary,0.125,0.0,0.875
activated,0.015625,0.078125,0.90625
off,0.0078125,0.36181640625,0.63037109375
retired,0.0,0.625,0.375
brisk,0.296875,0.015625,0.6875
bustling,0.5,0.0,0.5
busy,0.2734375,0.0546875,0.671875
going,0.0,0.1875,0.8125
open,1.549633452668786e-07,1.1021977115888149e-05,0.9999888230595388
springy,0.0625,0.1875,0.75
dark,0.0258941650390625,0.2622528076171875,0.71185302734375
dead,0.12758111953735352,0.0806204080581665,0.79179847240448
dull,0.018282413482666016,0.06858158111572266,0.9131360054016113
slow,0.0,0.067138671875,0.932861328125
idle,0.004150390625,0.09521484375,0.900634765625
strikebound,0.0,0.0,1.0
progressive,0.029296875,0.001953125,0.96875
dead-end,0.125,0.125,0.75
flat,0.12518346309661865,0.015946567058563232,0.8588699698448181
indolent,0.0,0.0,1.0
latent,0.0625,0.4375,0.5
quiescent,0.09375,0.453125,0.453125
activist,0.0,0.0,1.0
activistic,0.0,0.0,1.0
hands-on,0.0,0.0,1.0
proactive,0.0,0.0,1.0
passive,0.109375,0.03125,0.859375
hands-off,0.0,0.625,0.375
resistless,0.0,0.6875,0.3125
supine,0.0,0.375,0.625
unresisting,0.0,0.75,0.25
eruptive,0.09375,0.375,0.53125
extinct,0.0,0.28125,0.71875
alive,0.248046875,0.0,0.751953125
live,0.03252267837524414,0.0,0.9674773216247559
dynamic,0.296875,0.03125,0.671875
stative,0.0,0.0,1.0
counteractive,0.0,0.5,0.5
surface-active,0.0,0.0,1.0
quiet,0.01190185546875,0.098876953125,0.88922119140625
actual,0.3046875,0.0703125,0.625
existent,0.0625,0.125,0.8125
effective,0.21875,0.015625,0.765625
potential,0.0,0.0625,0.9375
possible,0.4375,0.03125,0.53125
acute,0.033203125,0.017578125,0.94921875
subacute,0.0,0.0,1.0
chronic,0.0,0.09375,0.90625
degenerative,0.0,0.375,0.625
virulent,0.125,0.53125,0.34375
highly_infective,0.125,0.375,0.5
deadly,0.0087890625,0.275390625,0.7158203125
avirulent,0.0,0.875,0.125
adaptive,0.25,0.0,0.75
adaptative,0.25,0.0,0.75
reconciling,0.625,0.125,0.25
adaptational,0.0,0.0,1.0
adjustive,0.625,0.125,0.25
maladaptive,0.5,0.375,0.125
dysfunctional,0.0,0.0,1.0
nonadaptive,0.0,0.0,1.0
maladjustive,0.375,0.25,0.375
addicted,0.0,0.0,1.0
alcoholic,0.0,0.0,1.0
alcohol-dependent,0.0,0.0,1.0
dependent,0.0,0.09375,0.90625
dependant,0.0,0.0,1.0
drug-addicted,0.0,0.0,1.0
hooked,0.0625,0.0,0.9375
strung-out,0.0,0.0,1.0
unaddicted,0.0,0.125,0.875
clean,0.14859428943600506,0.004093505907803774,0.8473122046561912
addictive,0.0,0.625,0.375
habit-forming,0.0,0.625,0.375
nonaddictive,0.25,0.5,0.25
additive,0.0,0.09375,0.90625
cumulative,0.0,0.0,1.0
addable,0.5,0.0,0.5
addible,0.5,0.0,0.5
extra,0.203125,0.0078125,0.7890625
additional,0.0,0.0,1.0
complemental,0.125,0.125,0.75
complementary,0.03125,0.1875,0.78125
completing,0.125,0.125,0.75
incremental,0.0,0.0,1.0
intercalary,0.0,0.0,1.0
summational,0.0,0.0,1.0
summative,0.0,0.0,1.0
supplementary,0.0,0.0,1.0
supplemental,0.0,0.0,1.0
subtractive,0.25,0.0,0.75
ablative,0.15625,0.0,0.84375
reductive,0.0,0.625,0.375
addressed,0.125,0.0,0.875
self-addressed,0.0,0.0,1.0
unaddressed,0.0,0.125,0.875
adequate,0.125,0.09375,0.78125
equal,0.28515625,0.15625,0.55859375
adequate_to,0.375,0.25,0.375
capable,0.0625,0.078125,0.859375
equal_to,0.375,0.25,0.375
up_to,0.4375,0.125,0.4375
competent,0.625,0.0,0.375
inadequate,0.0,0.5625,0.4375
unequal,0.0625,0.4375,0.5
deficient,0.0625,0.65625,0.28125
lacking,0.0,0.625,0.375
wanting,0.0,0.625,0.375
incapable,0.015625,0.546875,0.4375
incompetent,0.02734375,0.62109375,0.3515625
unequal_to,0.0,0.25,0.75
short-handed,0.0,0.75,0.25
short-staffed,0.0,0.75,0.25
undermanned,0.0,0.75,0.25
understaffed,0.0,0.75,0.25
adhesive,0.125,0.25,0.625
adherent,0.0,0.0,1.0
agglutinate,0.0,0.0,1.0
agglutinative,0.0,0.0,1.0
bondable,0.375,0.0,0.625
coherent,0.5,0.0,0.5
tenacious,0.09375,0.5,0.40625
cohesive,0.125,0.375,0.5
gluey,0.0,0.0,1.0
glutinous,0.0,0.0,1.0
gummy,0.0,0.125,0.875
mucilaginous,0.0,0.0,1.0
pasty,0.015625,0.015625,0.96875
sticky,0.03125,0.09375,0.875
viscid,0.0,0.0,1.0
viscous,0.125,0.0,0.875
gooey,0.0,0.0,1.0
icky,0.0,0.375,0.625
gum-like,0.0,0.0,1.0
gummed,0.0,0.25,0.75
pitchy,0.0,0.0625,0.9375
resinous,0.0,0.0,1.0
resiny,0.0,0.0,1.0
tarry,0.0625,0.0,0.9375
self-sealing,0.3125,0.25,0.4375
stick-on,0.0,0.5,0.5
nonadhesive,0.0,0.75,0.25
nonglutinous,0.0,0.625,0.375
nonviscid,0.0,0.625,0.375
nonresinous,0.0,0.5,0.5
non-resinous,0.0,0.5,0.5
nonresiny,0.0,0.5,0.5
non-resiny,0.0,0.5,0.5
ungummed,0.0,0.75,0.25
adjective,0.0,0.0,1.0
procedural,0.0,0.0,1.0
substantive,0.015625,0.0,0.984375
essential,0.06640625,0.0703125,0.86328125
adoptable,0.75,0.0,0.25
unadoptable,0.0,0.0,1.0
adorned,0.375,0.0,0.625
decorated,0.375,0.0,0.625
beady,0.0,0.1875,0.8125
gemmed,0.0,0.375,0.625
jeweled,0.0,0.375,0.625
jewelled,0.0,0.375,0.625
sequined,0.0,0.375,0.625
spangled,0.0,0.375,0.625
spangly,0.0,0.375,0.625
bedaubed,0.0,0.5,0.5
bespectacled,0.0,0.25,0.75
monocled,0.0,0.25,0.75
spectacled,0.0,0.25,0.75
brocaded,0.0,0.0,1.0
embossed,0.0,0.0,1.0
raised,0.0,0.0625,0.9375
buttony,0.0,0.0625,0.9375
carbuncled,0.0,0.375,0.625
champleve,0.0,0.0,1.0
cloisonne,0.0,0.0,1.0
clinquant,0.0,0.0,1.0
tinseled,0.0,0.0,1.0
tinselly,0.0,0.0,1.0
crested,0.0,0.0625,0.9375
plumed,0.0,0.34375,0.65625
topknotted,0.0,0.0,1.0
tufted,0.0,0.09375,0.90625
crocketed,0.0,0.0,1.0
feathery,0.03125,0.15625,0.8125
feathered,0.0,0.1875,0.8125
plumy,0.0,0.34375,0.65625
frilled,0.0,0.125,0.875
frilly,0.0,0.125,0.875
ruffled,0.0,0.0625,0.9375
fringed,0.0625,0.03125,0.90625
gilt-edged,0.4375,0.0,0.5625
inflamed,0.0,0.46875,0.53125
inlaid,0.0,0.125,0.875
inwrought,0.0,0.0,1.0
tessellated,0.0,0.0625,0.9375
mounted,0.0,0.125,0.875
paneled,0.0,0.125,0.875
wainscoted,0.0,0.125,0.875
studded,0.0,0.375,0.625
tapestried,0.0,0.125,0.875
tasseled,0.0,0.125,0.875
tasselled,0.0,0.125,0.875
tricked-out,0.0,0.125,0.875
unadorned,0.25,0.625,0.125
undecorated,0.25,0.625,0.125
plain,0.1328125,0.41162109375,0.45556640625
bare,0.000274658203125,0.0576171875,0.942108154296875
spare,0.024566650390625,0.15838623046875,0.817047119140625
unembellished,0.125,0.25,0.625
unornamented,0.125,0.25,0.625
untufted,0.375,0.375,0.25
cholinergic,0.0,0.0,1.0
anticholinergic,0.0,0.0,1.0
adroit,0.25,0.0,0.75
neat,0.53515625,0.109375,0.35546875
clever,0.53125,0.0,0.46875
cunning,0.515625,0.0703125,0.4140625
ingenious,0.625,0.0,0.375
coordinated,0.125,0.125,0.75
co-ordinated,0.125,0.125,0.75
deft,0.25,0.25,0.5
dexterous,0.25,0.25,0.5
dextrous,0.25,0.25,0.5
light-fingered,0.0,0.0,1.0
nimble-fingered,0.0,0.0,1.0
quick-witted,0.5,0.0,0.5
maladroit,0.25,0.375,0.375
bumbling,0.125,0.75,0.125
bungling,0.0625,0.75,0.1875
butterfingered,0.125,0.75,0.125
ham-fisted,0.125,0.75,0.125
ham-handed,0.125,0.75,0.125
handless,0.125,0.625,0.25
heavy-handed,0.125,0.5625,0.3125
left-handed,0.015625,0.26953125,0.71484375
inept,0.15625,0.5,0.34375
tactless,0.4375,0.3125,0.25
uncoordinated,0.3125,0.3125,0.375
unmechanical,0.0,0.25,0.75
nonmechanical,0.0,0.25,0.75
advantageous,0.5,0.0,0.5
beneficial,0.625,0.0,0.375
good,0.23205837793648243,1.1920928955078125e-07,0.767941502854228
plus,0.40625,0.0,0.59375
positive,0.034881591796875,0.003753662109375,0.96136474609375
discriminatory,0.359375,0.15625,0.484375
preferential,0.125,0.25,0.625
disadvantageous,0.75,0.25,0.0
minus,0.0,0.25,0.75
negative,0.00048828125,0.44610595703125,0.55340576171875
adventurous,0.625,0.25,0.125
adventuresome,0.625,0.25,0.125
audacious,0.40625,0.0625,0.53125
daring,0.15625,0.15625,0.6875
venturesome,0.375,0.125,0.5
venturous,0.375,0.125,0.5
sporting,0.109375,0.03125,0.859375
swaggering,0.5,0.25,0.25
swashbuckling,0.375,0.25,0.375
unadventurous,0.25,0.375,0.375
safe,0.201171875,0.130859375,0.66796875
advisable,0.625,0.0,0.375
better,0.550628662109375,0.0,0.449371337890625
best,0.15234375,0.0,0.84765625
well,0.2505328664779663,0.001021026611328125,0.7484461069107056
inadvisable,0.125,0.625,0.25
unadvisable,0.125,0.625,0.25
well-advised,0.5,0.0,0.5
advised,0.25,0.0,0.75
considered,0.0,0.0,1.0
ill-advised,0.0,0.125,0.875
unadvised,0.0625,0.0625,0.875
aerobic,0.25,0.0,0.75
aerophilic,0.0,0.0,1.0
aerophilous,0.0,0.0,1.0
aerobiotic,0.0,0.0,1.0
oxidative,0.0,0.0,1.0
anaerobic,0.0,0.3125,0.6875
anaerobiotic,0.0,0.375,0.625
aesthetic,0.3125,0.0,0.6875
esthetic,0.3125,0.0,0.6875
aesthetical,0.625,0.0,0.375
esthetical,0.625,0.0,0.375
artistic,0.375,0.0,0.625
cosmetic,0.09375,0.0,0.90625
enhancive,0.0,0.0,1.0
painterly,0.25,0.0,0.75
sensuous,0.375,0.125,0.5
inaesthetic,0.5,0.5,0.0
unaesthetic,0.5,0.5,0.0
inartistic,0.125,0.5,0.375
unartistic,0.125,0.5,0.375
affected,0.09375,0.25,0.65625
impressed,0.5,0.5,0.0
smitten,0.375,0.1875,0.4375
stricken,0.03125,0.21875,0.75
struck,0.0,0.375,0.625
stage-struck,0.125,0.0,0.875
subject,0.0078125,5.340576171875e-05,0.9921340942382812
taken,0.1875,0.25,0.5625
wonder-struck,0.0,0.5,0.5
unaffected,0.234375,0.28125,0.484375
immune,0.046875,0.046875,0.90625
superior,0.3214111328125,0.0,0.6785888671875
unimpressed,0.0,0.625,0.375
uninfluenced,0.25,0.625,0.125
unswayed,0.25,0.625,0.125
untouched,0.09375,0.515625,0.390625
unnatural,0.0,0.5625,0.4375
agonistic,0.0,0.0625,0.9375
strained,0.140625,0.171875,0.6875
artificial,0.0625,0.5,0.4375
contrived,0.3125,0.125,0.5625
hokey,0.0625,0.125,0.8125
stilted,0.0,0.25,0.75
constrained,0.125,0.625,0.25
forced,0.046875,0.078125,0.875
elocutionary,0.0,0.125,0.875
mannered,0.0,0.375,0.625
plummy,0.5,0.0625,0.4375
lifelike,0.4375,0.0,0.5625
natural,0.019439697265625,0.0194091796875,0.961151123046875
unmannered,0.0,0.5,0.5
unselfconscious,0.125,0.125,0.75
unstilted,0.0,0.0,1.0
affirmative,0.5,0.03125,0.46875
affirmatory,0.5,0.0,0.5
assentient,0.25,0.0,0.75
dissentient,0.0,0.3125,0.6875
dissenting,0.0,0.625,0.375
dissident,0.15625,0.1875,0.65625
acceptive,0.3125,0.125,0.5625
accepting,0.375,0.125,0.5
rejective,0.125,0.5,0.375
dismissive,0.3125,0.5625,0.125
repudiative,0.0,0.0,1.0
afloat,0.1875,0.0,0.8125
adrift,0.046875,0.0,0.953125
floating,0.0,0.04296875,0.95703125
waterborne,0.0,0.0,1.0
aground,0.0,0.0,1.0
afraid,0.09375,0.625,0.28125
acrophobic,0.0,0.75,0.25
afeard,0.0,0.125,0.875
afeared,0.0,0.125,0.875
aghast,0.25,0.0,0.75
appalled,0.25,0.0,0.75
dismayed,0.25,0.0,0.75
shocked,0.25,0.0,0.75
agoraphobic,0.0,0.75,0.25
alarmed,0.0,0.625,0.375
algophobic,0.0,0.875,0.125
apprehensive,0.21875,0.34375,0.4375
hangdog,0.3125,0.25,0.4375
claustrophobic,0.0,0.4375,0.5625
fearful,0.0234375,0.65625,0.3203125
frightened,0.0,0.0625,0.9375
scared,0.0,0.125,0.875
horrified,0.0,0.25,0.75
horror-stricken,0.0,0.25,0.75
horror-struck,0.0,0.25,0.75
hunted,0.625,0.125,0.25
hydrophobic,0.0,0.6875,0.3125
aquaphobic,0.0,0.75,0.25
mysophobic,0.0,0.75,0.25
panicky,0.0,0.0,1.0
panicked,0.0,0.0,1.0
panic-stricken,0.0,0.0,1.0
panic-struck,0.0,0.0,1.0
terrified,0.0,0.0,1.0
numb,0.0,0.421875,0.578125
shitless,0.0,0.375,0.625
terror-stricken,0.0,0.5,0.5
terror-struck,0.0,0.5,0.5
triskaidekaphobic,0.0,0.625,0.375
unnerved,0.0,0.625,0.375
white-lipped,0.125,0.0,0.875
xenophobic,0.0,0.75,0.25
unafraid,0.125,0.125,0.75
fearless,0.25,0.0625,0.6875
unapprehensive,0.0,0.625,0.375
unblinking,0.4375,0.25,0.3125
unflinching,0.25,0.375,0.375
unintimidated,0.25,0.375,0.375
unshrinking,0.25,0.375,0.375
unfrightened,0.625,0.25,0.125
aggressive,0.1875,0.125,0.6875
battleful,0.5,0.0,0.5
bellicose,0.5,0.0,0.5
combative,0.3125,0.0625,0.625
competitive,0.125,0.03125,0.84375
militant,0.0625,0.015625,0.921875
hard-hitting,0.1875,0.25,0.5625
high-pressure,0.125,0.125,0.75
hostile,0.078125,0.29296875,0.62890625
in-your-face,0.25,0.0,0.75
obstreperous,0.0625,0.375,0.5625
raptorial,0.0,0.0,1.0
vulturine,0.0,0.0,1.0
vulturous,0.0,0.0,1.0
pugnacious,0.1875,0.25,0.5625
rough,0.008363723754882812,0.1411886215209961,0.8504476547241211
scrappy,0.375,0.125,0.5
truculent,0.25,0.5,0.25
unaggressive,0.0,0.625,0.375
nonaggressive,0.0,0.625,0.375
low-pressure,0.125,0.375,0.5
agitated,0.0,0.3125,0.6875
aroused,0.2109375,0.05859375,0.73046875
emotional,0.390625,0.0625,0.546875
excited,0.28125,0.1875,0.53125
worked_up,0.25,0.5,0.25
distraught,0.0,0.125,0.875
overwrought,0.0,0.125,0.875
jolted,0.0,0.25,0.75
shaken,0.0,0.5,0.5
feverish,0.09375,0.46875,0.4375
hectic,0.375,0.375,0.25
frantic,0.375,0.375,0.25
frenetic,0.25,0.5,0.25
phrenetic,0.25,0.5,0.25
frenzied,0.125,0.5625,0.3125
hysterical,0.25,0.5,0.25
psychedelic,0.0,0.1875,0.8125
wild-eyed,0.0,0.1875,0.8125
unagitated,0.09375,0.59375,0.3125
churning,0.125,0.0,0.875
roiling,0.0,0.0,1.0
roiled,0.0,0.3125,0.6875
roily,0.0,0.0,1.0
turbulent,0.0,0.375,0.625
churned-up,0.25,0.0,0.75
rippled,0.0,0.0625,0.9375
seething,0.25,0.25,0.5
stirred,0.0625,0.34375,0.59375
nonturbulent,0.0,0.25,0.75
unstirred,0.5,0.25,0.25
agreeable,0.15625,0.0,0.84375
disagreeable,0.09375,0.8125,0.09375
annoying,0.0,0.375,0.625
bothersome,0.0,0.5,0.5
galling,0.0,0.5,0.5
irritating,0.0625,0.34375,0.59375
nettlesome,0.0,0.375,0.625
pesky,0.0,0.5,0.5
pestering,0.0,0.5,0.5
pestiferous,0.229125,0.270875,0.5
plaguy,0.0,0.375,0.625
plaguey,0.0625,0.25,0.6875
teasing,0.078125,0.359375,0.5625
vexatious,0.0,0.5,0.5
vexing,0.0625,0.6875,0.25
harsh,0.04946875,0.39975,0.55078125
abrasive,0.08325,0.2605,0.65625
nerve-racking,0.0,0.625,0.375
nerve-wracking,0.0,0.625,0.375
stressful,0.0,0.625,0.375
trying,0.0,0.5625,0.4375
unsweet,0.0,0.3125,0.6875
air-to-surface,0.0,0.0,1.0
air-to-ground,0.0,0.0,1.0
air-to-air,0.0,0.0,1.0
surface-to-air,0.0,0.0,1.0
alert,0.029296875,0.015625,0.955078125
watchful,0.25,0.3125,0.4375
argus-eyed,0.25,0.0,0.75
open-eyed,0.375,0.0,0.625
vigilant,0.375,0.0,0.625
wakeful,0.21875,0.125,0.65625
fly,1.1920928955078125e-06,2.1457672119140625e-06,0.9999966621398926
heads-up,0.25,0.0,0.75
wide-awake,0.3125,0.1875,0.5
lidless,0.03125,0.25,0.71875
sleepless,0.0625,0.5,0.4375
unalert,0.25,0.5,0.25
unwatchful,0.25,0.5,0.25
unvigilant,0.25,0.5,0.25
algorithmic,0.0,0.0,1.0
